User_ID,Home_TN_Cell,User_Profile,Base_Demand_Mbps,Demand_Hour_0,Lat_Hour_0,Lon_Hour_0,Demand_Hour_1,Lat_Hour_1,Lon_Hour_1,Demand_Hour_2,Lat_Hour_2,Lon_Hour_2,Demand_Hour_3,Lat_Hour_3,Lon_Hour_3,Demand_Hour_4,Lat_Hour_4,Lon_Hour_4,Demand_Hour_5,Lat_Hour_5,Lon_Hour_5,Demand_Hour_6,Lat_Hour_6,Lon_Hour_6,Demand_Hour_7,Lat_Hour_7,Lon_Hour_7,Demand_Hour_8,Lat_Hour_8,Lon_Hour_8,Demand_Hour_9,Lat_Hour_9,Lon_Hour_9,Demand_Hour_10,Lat_Hour_10,Lon_Hour_10,Demand_Hour_11,Lat_Hour_11,Lon_Hour_11,Demand_Hour_12,Lat_Hour_12,Lon_Hour_12,Demand_Hour_13,Lat_Hour_13,Lon_Hour_13,Demand_Hour_14,Lat_Hour_14,Lon_Hour_14,Demand_Hour_15,Lat_Hour_15,Lon_Hour_15,Demand_Hour_16,Lat_Hour_16,Lon_Hour_16,Demand_Hour_17,Lat_Hour_17,Lon_Hour_17,Demand_Hour_18,Lat_Hour_18,Lon_Hour_18,Demand_Hour_19,Lat_Hour_19,Lon_Hour_19,Demand_Hour_20,Lat_Hour_20,Lon_Hour_20,Demand_Hour_21,Lat_Hour_21,Lon_Hour_21,Demand_Hour_22,Lat_Hour_22,Lon_Hour_22,Demand_Hour_23,Lat_Hour_23,Lon_Hour_23
424,7,Medium (Social/Video),1.5,0.3,42.8474,-81.6383,0.3,42.8474,-81.6383,0.3,42.8474,-81.6383,0.31,42.5853,-81.7156,0.32,42.5853,-81.7156,0.35,42.5853,-81.7156,0.4,42.5853,-81.7156,0.49,42.5853,-81.7156,0.61,42.5853,-81.7156,0.76,42.5853,-81.7156,0.9,42.5853,-81.7156,1.01,42.8462,-81.644,1.06,42.8462,-81.644,1.04,42.8462,-81.644,0.99,42.8462,-81.644,0.96,42.5898,-81.7106,1.03,42.589,-81.7087,1.22,42.589,-81.7087,1.49,42.8531,-81.6448,1.74,42.8531,-81.6448,1.83,42.853,-81.6384,1.7,42.853,-81.6384,1.4,42.853,-81.6384,1.03,42.8424,-81.6371
425,8,Medium (Social/Video),3.95,0.79,45.4154,-75.7054,0.79,45.4154,-75.7054,0.8,45.4154,-75.7054,0.81,45.4154,-75.7054,0.85,45.4154,-75.7054,0.92,45.4154,-75.7054,1.06,45.4154,-75.7054,1.28,45.4154,-75.7054,1.6,45.4154,-75.7054,1.99,45.4154,-75.7054,2.37,45.4154,-75.7054,2.67,45.4154,-75.7054,2.79,45.4084,-75.6995,2.74,45.4084,-75.6995,2.6,45.4228,-75.7017,2.52,45.4228,-75.7017,2.7,45.4173,-75.7024,3.21,45.4286,-75.7058,3.93,45.4286,-75.7058,4.57,45.4093,-75.7057,4.8,45.4093,-75.7057,4.46,45.4093,-75.7057,3.67,45.4093,-75.7057,2.72,45.3888,-75.6426
426,7,Light (Text/Web),0.6,0.12,42.7258,-81.36,0.12,42.7258,-81.36,0.12,42.7258,-81.36,0.12,42.7258,-81.36,0.13,42.7231,-81.3602,0.14,42.7231,-81.3602,0.16,42.7231,-81.3602,0.19,42.724,-81.3634,0.24,42.7222,-81.361,0.3,42.7187,-81.3563,0.36,42.7209,-81.3607,0.4,42.725,-81.3671,0.42,42.7265,-81.345,0.42,42.7221,-81.3637,0.39,42.7221,-81.3637,0.38,42.7428,-81.3455,0.41,42.7319,-81.3394,0.49,42.7215,-81.3648,0.6,42.719,-81.3495,0.69,42.7242,-81.3648,0.73,42.7386,-81.3515,0.68,42.7386,-81.3515,0.56,42.7386,-81.3515,0.41,42.7386,-81.3515
427,17,Medium (Social/Video),3.37,0.68,43.378,-79.9254,0.68,43.378,-79.9254,0.68,43.378,-79.9254,0.69,43.378,-79.9254,0.72,43.378,-79.9254,0.79,43.378,-79.9254,0.9,43.378,-79.9254,1.1,43.3809,-79.936,1.37,43.3809,-79.936,1.7,43.3809,-79.936,2.03,43.3809,-79.936,2.28,43.3809,-79.936,2.38,43.3719,-79.9167,2.34,43.3719,-79.9167,2.21,43.3782,-79.9108,2.15,43.3788,-79.9297,2.31,43.3788,-79.9297,2.74,43.3818,-79.9232,3.35,43.3793,-79.925,3.9,43.3793,-79.925,4.1,43.3793,-79.925,3.81,43.3793,-79.925,3.13,43.3793,-79.925,2.32,43.3793,-79.925
428,17,Heavy (Gaming/4K),20.79,4.16,43.1629,-79.9617,4.17,43.1629,-79.9617,4.2,43.1629,-79.9617,4.27,43.1629,-79.9617,4.45,43.1629,-79.9617,4.84,43.1629,-79.9617,5.56,43.1629,-79.9617,6.75,43.1644,-79.9721,8.43,43.1566,-79.9601,10.46,43.1699,-79.9507,12.49,43.1714,-79.9702,14.02,43.1714,-79.9702,14.68,43.1634,-79.9651,14.4,43.1634,-79.9651,13.65,43.1679,-79.9644,13.28,43.1657,-79.9593,14.21,43.1657,-79.9593,16.87,43.167,-79.9573,20.66,43.1645,-79.961,24.03,43.1645,-79.961,25.24,43.1645,-79.961,23.46,43.1645,-79.961,19.29,43.1675,-79.9565,14.29,43.1675,-79.9565
429,7,Medium (Social/Video),3.99,0.8,43.1771,-81.2302,0.8,43.1965,-81.2258,0.81,43.1965,-81.2258,0.82,43.1965,-81.2258,0.86,43.1965,-81.2258,0.93,43.1965,-81.2258,1.07,43.1965,-81.2258,1.3,43.1747,-81.2193,1.62,43.1747,-81.2193,2.01,43.1747,-81.2193,2.4,43.1747,-81.2193,2.69,43.1747,-81.2193,2.82,43.1747,-81.2193,2.77,43.1747,-81.2193,2.62,43.1933,-81.2241,2.55,43.176,-81.2268,2.73,43.176,-81.2268,3.24,43.176,-81.2268,3.97,43.176,-81.2268,4.61,43.176,-81.2268,4.85,43.1692,-81.2327,4.5,43.1828,-81.2378,3.7,43.169,-81.2302,2.74,43.169,-81.2302
430,1,Medium (Social/Video),2.67,0.53,43.6615,-79.3614,0.54,43.6615,-79.3614,0.54,43.6615,-79.3614,0.55,43.6615,-79.3614,0.57,43.6615,-79.3614,0.62,43.6615,-79.3614,0.71,43.6615,-79.3614,0.87,43.6615,-79.3614,1.08,43.6642,-79.3737,1.34,43.6642,-79.3737,1.6,43.6571,-79.3667,1.8,43.6618,-79.3514,1.89,43.6618,-79.3514,1.85,43.629,-79.3845,1.75,43.629,-79.3845,1.71,43.629,-79.3845,1.83,43.629,-79.3845,2.17,43.629,-79.3845,2.65,43.629,-79.3845,3.09,43.6355,-79.3695,3.24,43.6355,-79.3695,3.01,43.6355,-79.3695,2.48,43.6355,-79.3695,1.84,43.6355,-79.3695
431,3,Heavy (Gaming/4K),12.05,2.41,44.3525,-76.4008,2.42,44.3525,-76.4008,2.43,44.3525,-76.4008,2.48,44.3525,-76.4008,2.58,44.3525,-76.4008,2.81,44.3527,-76.3943,3.23,44.3527,-76.3943,3.91,44.3527,-76.3943,4.89,44.3527,-76.3943,6.07,44.3527,-76.3943,7.24,44.3527,-76.3943,8.13,44.3566,-76.4051,8.51,44.3544,-76.3974,8.35,44.3544,-76.3974,7.91,44.3484,-76.4081,7.7,44.35,-76.4014,8.24,44.35,-76.4014,9.78,44.35,-76.4014,11.98,44.35,-76.4014,13.93,44.35,-76.4014,14.64,44.35,-76.4014,13.6,44.35,-76.4014,11.19,44.35,-76.4014,8.28,44.35,-76.4014
432,5,Medium (Social/Video),4.09,0.82,46.1942,-81.0711,0.82,46.1942,-81.0711,0.83,46.1942,-81.0711,0.84,46.1942,-81.0711,0.88,46.1942,-81.0711,0.95,46.1942,-81.0711,1.1,46.1875,-81.0684,1.33,46.1875,-81.0684,1.66,46.1875,-81.0684,2.06,46.1803,-81.0019,2.46,46.1803,-81.0019,2.76,46.1908,-81.0683,2.89,46.1852,-81.0732,2.84,46.1852,-81.0732,2.69,46.1852,-81.0732,2.61,46.1852,-81.0732,2.8,46.1852,-81.0732,3.32,46.1852,-81.0732,4.07,46.1852,-81.0732,4.73,46.1869,-81.0658,4.97,46.1736,-81.0098,4.62,46.1736,-81.0098,3.8,46.1736,-81.0098,2.81,46.1736,-81.0098
433,17,Medium (Social/Video),2.18,0.44,43.6086,-79.8134,0.44,43.6086,-79.8134,0.44,43.6086,-79.8134,0.45,43.6086,-79.8134,0.47,43.6086,-79.8134,0.51,43.6086,-79.8134,0.58,43.6086,-79.8134,0.71,43.6086,-79.8134,0.89,43.6086,-79.8134,1.1,43.608,-79.8094,1.31,43.6177,-79.8177,1.47,43.6177,-79.8177,1.54,43.6145,-79.8188,1.51,43.6029,-79.8081,1.43,43.6029,-79.8081,1.39,43.6029,-79.8081,1.49,43.6029,-79.8081,1.77,43.6029,-79.8081,2.17,43.6183,-79.8186,2.52,43.6183,-79.8186,2.65,43.5984,-79.8174,2.46,43.5984,-79.8174,2.03,43.6074,-79.8147,1.5,43.6074,-79.8147
434,5,Heavy (Gaming/4K),13.76,2.75,46.4275,-80.842,2.76,46.4275,-80.842,2.78,46.4275,-80.842,2.83,46.4309,-80.8596,2.95,46.4309,-80.8596,3.2,46.4309,-80.8596,3.68,46.4403,-80.8433,4.47,46.4403,-80.8433,5.58,46.435,-80.8326,6.93,46.4271,-80.8504,8.27,46.4271,-80.8504,9.28,46.4271,-80.8504,9.72,46.43,-80.8454,9.54,46.4223,-80.8383,9.04,46.4281,-80.8451,8.79,46.4281,-80.8451,9.41,46.4273,-80.8381,11.17,46.4273,-80.8381,13.68,46.4755,-80.9259,15.91,46.4317,-80.8428,16.71,46.4314,-80.8501,15.53,46.4314,-80.8501,12.77,46.4279,-80.859,9.46,46.4279,-80.859
435,1,Medium (Social/Video),2.91,0.58,43.8875,-79.5972,0.58,43.8829,-79.5932,0.59,43.7538,-79.693,0.6,43.7538,-79.693,0.62,43.7538,-79.693,0.68,43.7538,-79.693,0.78,43.7538,-79.693,0.95,43.7538,-79.693,1.18,43.7538,-79.693,1.47,43.7538,-79.693,1.75,43.8899,-79.5894,1.97,43.8899,-79.5894,2.06,43.8899,-79.5894,2.02,43.8899,-79.5894,1.91,43.8834,-79.6048,1.86,43.8834,-79.6048,1.99,43.88,-79.6012,2.37,43.88,-79.6012,2.9,43.7463,-79.6977,3.37,43.7463,-79.6977,3.54,43.7463,-79.6977,3.29,43.7463,-79.6977,2.71,43.882,-79.6037,2.0,43.882,-79.6037
436,1,Medium (Social/Video),2.61,0.52,43.6921,-79.2276,0.52,43.6921,-79.2276,0.53,43.6921,-79.2276,0.54,43.6921,-79.2276,0.56,43.6886,-79.228,0.61,43.6886,-79.228,0.7,43.6886,-79.228,0.85,43.6767,-79.2269,1.06,43.6767,-79.2269,1.32,43.6848,-79.228,1.57,43.6848,-79.228,1.76,43.6848,-79.228,1.84,43.6946,-79.2201,1.81,43.6946,-79.2201,1.72,43.6507,-79.2677,1.67,43.6507,-79.2677,1.79,43.6507,-79.2677,2.12,43.6469,-79.2577,2.6,43.6469,-79.2577,3.02,43.6469,-79.2577,3.17,43.6469,-79.2577,2.95,43.6469,-79.2577,2.43,43.6469,-79.2577,1.8,43.6469,-79.2577
437,8,Medium (Social/Video),3.3,0.66,45.4167,-75.7933,0.66,45.4093,-75.7841,0.67,45.4093,-75.7841,0.68,45.4093,-75.7841,0.71,45.4176,-75.7972,0.77,45.3193,-76.1049,0.88,45.4149,-75.803,1.07,45.4149,-75.803,1.34,45.3178,-76.1063,1.66,45.3239,-76.1163,1.98,45.4045,-75.8005,2.23,45.4045,-75.8005,2.33,45.4161,-75.789,2.29,45.3208,-76.1283,2.17,45.3208,-76.1283,2.11,45.4176,-75.7839,2.26,45.4261,-75.7953,2.68,45.4239,-75.7902,3.28,45.4239,-75.7902,3.82,45.4239,-75.7902,4.01,45.414,-75.7943,3.73,45.414,-75.7943,3.06,45.414,-75.7943,2.27,45.414,-75.7943
438,7,Medium (Social/Video),1.62,0.32,43.0159,-81.1901,0.33,43.0159,-81.1901,0.33,43.0159,-81.1901,0.33,43.0159,-81.1901,0.35,43.0159,-81.1901,0.38,43.0159,-81.1901,0.43,43.0162,-81.1918,0.53,43.0144,-81.1934,0.66,43.0144,-81.1934,0.82,43.0109,-81.1961,0.98,43.0149,-81.1922,1.09,43.0149,-81.1922,1.15,43.0149,-81.1922,1.12,43.0149,-81.1922,1.07,43.0197,-81.1947,1.04,43.0197,-81.1947,1.11,43.0197,-81.1947,1.32,43.0149,-81.192,1.61,43.0229,-81.1925,1.88,43.0214,-81.1804,1.97,43.0102,-81.1972,1.83,43.0102,-81.1972,1.51,43.0087,-81.1934,1.12,43.0087,-81.1934
439,5,Medium (Social/Video),4.68,0.94,46.4148,-80.796,0.94,46.4148,-80.796,0.95,46.4148,-80.796,0.96,46.4148,-80.796,1.0,46.4148,-80.796,1.09,46.4148,-80.796,1.25,46.4148,-80.796,1.52,46.4,-80.7825,1.9,46.4,-80.7825,2.36,46.2964,-80.624,2.81,46.294,-80.6222,3.16,46.294,-80.6222,3.3,46.294,-80.6222,3.24,46.294,-80.6222,3.07,46.294,-80.6222,2.99,46.283,-80.6224,3.2,46.2925,-80.615,3.8,46.2925,-80.615,4.65,46.4149,-80.7904,5.41,46.2896,-80.6199,5.68,46.2896,-80.6199,5.28,46.4164,-80.7911,4.34,46.4096,-80.7926,3.22,46.4096,-80.7926
440,7,Medium (Social/Video),3.14,0.63,42.7972,-81.0897,0.63,42.7972,-81.0897,0.63,42.7972,-81.0897,0.65,42.7972,-81.0897,0.67,42.7972,-81.0897,0.73,42.7972,-81.0897,0.84,42.8013,-81.098,1.02,42.8013,-81.098,1.27,42.8013,-81.098,1.58,42.8086,-81.0937,1.89,42.8086,-81.0937,2.12,42.8059,-81.1002,2.22,42.8059,-81.1002,2.18,42.8059,-81.1002,2.06,42.8059,-81.1002,2.01,42.8059,-81.1002,2.15,42.8059,-81.1002,2.55,42.8059,-81.1002,3.12,42.8105,-81.0885,3.63,42.8034,-81.0839,3.81,42.8034,-81.0839,3.54,42.8034,-81.0839,2.91,42.804,-81.0883,2.16,42.804,-81.0883
441,3,Medium (Social/Video),2.56,0.51,44.4054,-76.5189,0.51,44.4054,-76.5189,0.52,44.4054,-76.5189,0.53,44.4054,-76.5189,0.55,44.4054,-76.5189,0.6,44.4054,-76.5189,0.68,44.4054,-76.5189,0.83,44.4009,-76.5191,1.04,44.4009,-76.5191,1.29,44.4149,-76.5244,1.54,44.4149,-76.5244,1.72,44.412,-76.4136,1.8,44.412,-76.4136,1.77,44.412,-76.4136,1.68,44.412,-76.4136,1.63,44.4016,-76.5211,1.75,44.4083,-76.5169,2.07,44.4083,-76.5169,2.54,44.4083,-76.5169,2.96,44.4083,-76.5169,3.1,44.4083,-76.5169,2.89,44.4083,-76.5169,2.37,44.4065,-76.5184,1.76,44.4065,-76.5184
442,1,Heavy (Gaming/4K),20.15,4.03,43.662,-79.5089,4.04,43.3669,-79.3418,4.07,43.3669,-79.3418,4.14,43.3669,-79.3418,4.32,43.3669,-79.3418,4.69,43.3669,-79.3418,5.39,43.3669,-79.3418,6.54,43.3669,-79.3418,8.17,43.363,-79.3453,10.14,43.6577,-79.5121,12.1,43.6698,-79.5043,13.59,43.6698,-79.5043,14.22,43.6698,-79.5043,13.96,43.6698,-79.5043,13.23,43.6698,-79.5043,12.87,43.6698,-79.5043,13.77,43.6555,-79.5029,16.35,43.363,-79.3504,20.02,43.363,-79.3504,23.29,43.363,-79.3504,24.47,43.363,-79.3504,22.74,43.363,-79.3504,18.7,43.363,-79.3504,13.85,43.363,-79.3504
443,5,Medium (Social/Video),2.35,0.47,46.4662,-81.1439,0.47,46.4662,-81.1439,0.47,46.4662,-81.1439,0.48,46.4662,-81.1439,0.5,46.4662,-81.1439,0.55,46.4662,-81.1439,0.63,46.4662,-81.1439,0.76,46.4662,-81.1439,0.95,46.4692,-81.1424,1.18,46.4692,-81.1424,1.41,46.4552,-81.1372,1.58,46.4673,-81.1412,1.66,46.4673,-81.1412,1.63,46.4403,-81.1713,1.54,46.4403,-81.1713,1.5,46.4403,-81.1713,1.61,46.4403,-81.1713,1.91,46.4403,-81.1713,2.33,46.4403,-81.1713,2.71,46.4425,-81.1716,2.85,46.4621,-81.1412,2.65,46.4636,-81.1402,2.18,46.4636,-81.1402,1.61,46.4636,-81.1402
444,8,Medium (Social/Video),4.15,0.83,45.6227,-75.5571,0.83,45.6227,-75.5571,0.84,45.6193,-75.5594,0.85,45.6193,-75.5594,0.89,45.6193,-75.5594,0.97,45.6193,-75.5594,1.11,45.6193,-75.5594,1.35,45.6193,-75.5594,1.68,45.6228,-75.5496,2.09,45.6228,-75.5496,2.49,45.6212,-75.5573,2.8,45.6247,-75.5597,2.93,45.6193,-75.5633,2.87,45.6167,-75.5626,2.72,45.6167,-75.5626,2.65,45.6167,-75.5626,2.83,45.6285,-75.5545,3.36,45.6285,-75.5545,4.12,45.6264,-75.5544,4.79,45.545,-75.4875,5.04,45.545,-75.4875,4.68,45.5505,-75.484,3.85,45.6215,-75.5655,2.85,45.6215,-75.5655
445,7,Medium (Social/Video),1.91,0.38,42.8131,-81.2549,0.38,42.8131,-81.2549,0.39,42.8131,-81.2549,0.39,42.8131,-81.2549,0.41,42.8131,-81.2549,0.45,42.8131,-81.2549,0.51,42.8131,-81.2549,0.62,42.8131,-81.2549,0.78,42.8105,-81.2536,0.96,42.8105,-81.2536,1.15,42.8136,-81.2516,1.29,42.8136,-81.2516,1.35,42.812,-81.2414,1.33,42.8195,-81.2688,1.26,42.8195,-81.2688,1.22,42.8195,-81.2688,1.31,42.8195,-81.2688,1.55,42.8246,-81.2715,1.9,42.8246,-81.2715,2.21,42.821,-81.2487,2.32,42.821,-81.2487,2.16,42.821,-81.2487,1.78,42.8144,-81.2557,1.32,42.8144,-81.2557
446,17,Medium (Social/Video),3.27,0.65,43.2607,-79.9601,0.66,43.2607,-79.9601,0.66,43.2593,-79.9721,0.67,43.2593,-79.9721,0.7,43.2593,-79.9721,0.76,43.2593,-79.9721,0.87,43.2593,-79.9721,1.06,43.2296,-79.9799,1.32,43.2818,-79.9558,1.64,43.2836,-79.9707,1.96,43.2836,-79.9707,2.2,43.2724,-79.9653,2.31,43.2624,-79.9578,2.26,43.2624,-79.9578,2.14,43.2624,-79.9578,2.09,43.2624,-79.9578,2.23,43.2572,-79.9695,2.65,43.222,-79.9714,3.25,43.222,-79.9714,3.78,43.222,-79.9714,3.97,43.222,-79.9714,3.69,43.2692,-79.9734,3.03,43.272,-79.9639,2.25,43.272,-79.9639
447,8,Medium (Social/Video),4.01,0.8,45.4258,-75.4739,0.8,45.4258,-75.4739,0.81,45.4258,-75.4739,0.82,45.4258,-75.4739,0.86,45.4258,-75.4739,0.93,45.4258,-75.4739,1.07,45.4258,-75.4739,1.3,45.4258,-75.4739,1.63,45.4258,-75.4739,2.02,45.4258,-75.4739,2.41,45.4258,-75.4739,2.71,45.4172,-75.5525,2.83,45.4172,-75.5525,2.78,45.4172,-75.5525,2.63,45.4172,-75.5525,2.56,45.4203,-75.5531,2.74,45.4203,-75.5531,3.25,45.4203,-75.5531,3.99,45.4291,-75.4643,4.64,45.4291,-75.4643,4.87,45.4291,-75.4643,4.53,45.4291,-75.4643,3.72,45.4291,-75.4643,2.76,45.4291,-75.4643
448,17,Light (Text/Web),0.59,0.12,43.0222,-80.2646,0.12,43.0222,-80.2646,0.12,43.0185,-80.2682,0.12,43.0185,-80.2682,0.13,43.0185,-80.2682,0.14,43.0185,-80.2682,0.16,43.0185,-80.2682,0.19,43.0185,-80.2682,0.24,43.0185,-80.2682,0.3,43.0206,-80.2674,0.36,43.0254,-80.2584,0.4,43.0254,-80.2584,0.42,43.0254,-80.2584,0.41,43.0254,-80.2584,0.39,43.0133,-80.2601,0.38,43.0133,-80.2601,0.41,43.0133,-80.2601,0.48,43.0133,-80.2601,0.59,43.0308,-80.2675,0.69,43.0283,-80.2599,0.72,43.0283,-80.2599,0.67,43.0283,-80.2599,0.55,43.0097,-80.2748,0.41,43.0097,-80.2748
449,7,Medium (Social/Video),2.17,0.44,42.9425,-81.2022,0.44,42.9425,-81.2022,0.44,42.9425,-81.2022,0.45,42.9425,-81.2022,0.47,42.9425,-81.2022,0.51,42.9425,-81.2022,0.58,42.9425,-81.2022,0.71,42.9425,-81.2022,0.88,42.9425,-81.2022,1.09,42.9425,-81.2022,1.31,42.9387,-81.2003,1.47,42.9847,-81.0914,1.54,42.9847,-81.0914,1.51,42.9847,-81.0914,1.43,42.9847,-81.0914,1.39,42.9847,-81.0914,1.49,42.9804,-81.0781,1.76,42.9804,-81.0781,2.16,42.9804,-81.0781,2.51,42.9823,-81.075,2.64,42.9823,-81.075,2.45,42.9823,-81.075,2.02,42.9823,-81.075,1.49,42.9823,-81.075
450,5,Medium (Social/Video),1.68,0.34,46.7645,-80.9932,0.34,46.7645,-80.9932,0.34,46.7645,-80.9932,0.35,46.7645,-80.9932,0.36,46.773,-80.9942,0.39,46.773,-80.9942,0.45,46.773,-80.9942,0.55,46.7686,-80.9967,0.68,46.7654,-80.9928,0.85,46.7654,-80.9928,1.01,46.7654,-80.9928,1.14,46.7654,-80.9928,1.19,46.7654,-80.9928,1.17,46.7654,-80.9928,1.11,46.7654,-80.9928,1.08,46.7654,-80.9928,1.15,46.7654,-80.9928,1.37,46.7654,-80.9928,1.67,46.7654,-80.9928,1.95,46.7654,-80.9928,2.04,46.7654,-80.9928,1.9,46.7654,-80.9928,1.56,46.7654,-80.9928,1.16,46.7654,-80.9928
451,8,Medium (Social/Video),1.97,0.39,45.692,-75.7414,0.4,45.692,-75.7414,0.4,45.692,-75.7414,0.41,45.692,-75.7414,0.42,45.692,-75.7414,0.46,45.692,-75.7414,0.53,45.6827,-75.7356,0.64,45.6827,-75.7356,0.8,45.6884,-75.7483,0.99,45.7017,-75.7534,1.18,45.7017,-75.7534,1.33,45.7017,-75.7534,1.39,45.7017,-75.7534,1.37,45.6952,-75.7444,1.29,45.6933,-75.7386,1.26,45.6933,-75.7386,1.35,45.6933,-75.7386,1.6,45.6865,-75.7385,1.96,45.6865,-75.7385,2.28,45.7014,-75.738,2.39,45.7014,-75.738,2.22,45.7014,-75.738,1.83,45.693,-75.7417,1.35,45.6817,-75.7351
452,7,Medium (Social/Video),3.17,0.63,42.7837,-80.9598,0.64,42.7775,-80.96,0.64,42.7775,-80.96,0.65,42.7775,-80.96,0.68,42.7775,-80.96,0.74,42.7775,-80.96,0.85,42.7775,-80.96,1.03,42.7801,-80.9599,1.29,42.778,-80.9604,1.6,42.7878,-80.951,1.9,42.7835,-80.9516,2.14,42.8098,-81.0271,2.24,42.8098,-81.0271,2.2,42.8098,-81.0271,2.08,42.8098,-81.0271,2.02,42.8098,-81.0271,2.17,42.8098,-81.0271,2.57,42.8098,-81.0271,3.15,42.8098,-81.0271,3.66,42.7805,-80.9687,3.85,42.7868,-80.964,3.58,42.7868,-80.964,2.94,42.7847,-80.9554,2.18,42.7847,-80.9554
453,8,Medium (Social/Video),4.62,0.92,45.5326,-75.6015,0.93,45.5326,-75.6015,0.93,45.5326,-75.6015,0.95,45.5326,-75.6015,0.99,45.5326,-75.6015,1.08,45.5326,-75.6015,1.24,45.5326,-75.6015,1.5,45.5587,-75.6888,1.87,45.5587,-75.6888,2.32,45.5587,-75.6888,2.77,45.5587,-75.6888,3.11,45.5587,-75.6888,3.26,45.5539,-75.6924,3.2,45.5539,-75.6924,3.03,45.5477,-75.684,2.95,45.5477,-75.684,3.16,45.5341,-75.5977,3.75,45.5576,-75.6824,4.59,45.5576,-75.6824,5.34,45.5576,-75.6824,5.61,45.5572,-75.6787,5.21,45.5572,-75.6787,4.28,45.5245,-75.603,3.17,45.5245,-75.603
454,3,Medium (Social/Video),3.29,0.66,44.2665,-76.6535,0.66,44.2665,-76.6535,0.66,44.2665,-76.6535,0.68,44.2665,-76.6535,0.7,44.2665,-76.6535,0.77,44.2665,-76.6535,0.88,44.2665,-76.6535,1.07,44.2665,-76.6535,1.33,44.2665,-76.6535,1.65,44.2913,-76.6287,1.97,44.2913,-76.6287,2.22,44.2913,-76.6287,2.32,44.2913,-76.6287,2.28,44.2913,-76.6287,2.16,44.2913,-76.6287,2.1,44.2913,-76.6287,2.25,44.2913,-76.6287,2.67,44.2913,-76.6287,3.27,44.2702,-76.6525,3.8,44.2629,-76.6592,3.99,44.2723,-76.6555,3.71,44.2844,-76.6341,3.05,44.2733,-76.6518,2.26,44.2733,-76.6518
455,7,Light (Text/Web),0.83,0.17,42.8929,-81.2887,0.17,42.8929,-81.2887,0.17,42.8929,-81.2887,0.17,42.8929,-81.2887,0.18,42.8929,-81.2887,0.19,42.8929,-81.2887,0.22,42.8947,-81.2941,0.27,42.8947,-81.2941,0.34,42.8947,-81.2941,0.42,42.8947,-81.2941,0.5,42.8947,-81.2941,0.56,42.8947,-81.2941,0.59,42.8891,-81.2701,0.57,42.8891,-81.2701,0.54,42.8891,-81.2701,0.53,42.8879,-81.2939,0.57,42.8879,-81.2939,0.67,42.8879,-81.2939,0.82,42.8879,-81.2939,0.96,42.8879,-81.2939,1.01,42.8879,-81.2939,0.94,42.8879,-81.2939,0.77,42.8879,-81.2939,0.57,42.8879,-81.2939
456,17,Medium (Social/Video),2.25,0.45,43.3565,-79.5973,0.45,43.3565,-79.5973,0.45,43.3565,-79.5973,0.46,43.3565,-79.5973,0.48,43.3565,-79.5973,0.52,43.3565,-79.5973,0.6,43.3563,-79.599,0.73,43.3563,-79.599,0.91,43.3584,-79.5918,1.13,43.3171,-79.5831,1.35,43.3567,-79.591,1.51,43.3567,-79.591,1.59,43.3567,-79.591,1.56,43.3626,-79.5901,1.47,43.3602,-79.5888,1.43,43.3597,-79.5905,1.54,43.3597,-79.5905,1.82,43.3597,-79.5905,2.23,43.3527,-79.5969,2.6,43.3621,-79.596,2.73,43.3621,-79.596,2.53,43.3621,-79.596,2.08,43.3621,-79.596,1.54,43.3621,-79.596
457,8,Medium (Social/Video),3.93,0.79,45.4666,-75.9601,0.79,45.4666,-75.9601,0.79,45.4666,-75.9601,0.81,45.4934,-75.9574,0.84,45.4934,-75.9574,0.92,45.4934,-75.9574,1.05,45.4688,-75.9528,1.28,45.4688,-75.9528,1.59,45.4902,-75.9525,1.98,45.4626,-75.9649,2.36,45.4626,-75.9649,2.65,45.4963,-75.957,2.78,45.4963,-75.957,2.72,45.4735,-75.9572,2.58,45.4716,-75.9665,2.51,45.4716,-75.9665,2.69,45.4716,-75.9665,3.19,45.4942,-75.9515,3.91,45.4625,-75.9584,4.55,45.4625,-75.9584,4.78,45.4625,-75.9584,4.44,45.4625,-75.9584,3.65,45.4687,-75.9657,2.7,45.4687,-75.9657
458,8,Medium (Social/Video),1.61,0.32,45.4598,-75.7869,0.32,45.4598,-75.7869,0.33,45.4598,-75.7869,0.33,45.4598,-75.7869,0.35,45.4598,-75.7869,0.38,45.4613,-75.7831,0.43,45.4613,-75.7831,0.52,45.4613,-75.7831,0.65,45.4599,-75.7829,0.81,45.4599,-75.7829,0.97,45.4599,-75.7829,1.09,45.4579,-75.7841,1.14,45.4718,-75.7868,1.12,45.4718,-75.7868,1.06,45.4718,-75.7868,1.03,45.4718,-75.7868,1.1,45.4718,-75.7868,1.31,45.454,-75.7886,1.6,45.454,-75.7886,1.87,45.454,-75.7886,1.96,45.454,-75.7886,1.82,45.4561,-75.787,1.5,45.4561,-75.787,1.11,45.4561,-75.787
